stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
2065,Douglas,Wells,Female,1.84,94,1/27/1984 0:00,TALISAY CITY
2066,Eugenia,Douglas,Female,2.133333,113,7/6/1984 0:00,LAPU-LAPU CITY
2067,Effie,Alvarado,Female,1.633333,100,10/26/1984 0:00,CEBU CITY
2068,Beulah,Luna,Female,2.117241,91,1/2/1984 0:00,CEBU CITY
2069,Angel,Singleton,Male,1.831578,78,7/16/1984 0:00,CATMON
2070,Blake,Baldwin,Male,2.2125,84,4/17/1984 0:00,CATMON
2071,Allie,Weber,Male,1.766666,92,11/8/1984 0:00,TALISAY CITY
2072,Franklin,Graham,Female,2.413793,98,11/20/1984 0:00,MINGLANILLA
2073,Paul,Keller,Female,2.321428,88,3/10/1984 0:00,MANDAUE CITY
2074,Donald,Morales,Female,1.642857,75,12/14/1987 0:00,LAPU-LAPU CITY
2075,Irene,Payne,Female,2.113043,91,6/14/1984 0:00,CEBU CITY
2076,Ann,Bush,Male,2.125,90,11/8/1984 0:00,LAPU-LAPU CITY
2077,Virginia,Stanley,Male,1.907142,98,4/12/1984 0:00,CEBU CITY
2078,Bryan,Cain,Male,2.126086,106,7/16/1984 0:00,COMPOSTELA
2079,Antonio,Wise,Male,2.3,98,7/15/1984 0:00,CEBU CITY
2080,Shane,Goodwin,Male,2.4625,88,8/27/1984 0:00,CEBU CITY
2081,Erik,Fox,Female,1.8125,98,11/10/1983 0:00,MANDAUE CITY
2082,Mary,Jensen,Female,1.442857,101,9/14/1984 0:00,TALISAY CITY
2083,Eliza,Terry,Male,2.403448,78,10/28/1984 0:00,MANDAUE CITY
2084,Celia,Conner,Male,1.511538,111,1/7/1984 0:00,SAN JUAN
2085,Katherine,Padilla,Female,1.5,106,4/30/1984 0:00,MANDAUE CITY
2086,Glenn,Massey,Male,1.87826,80,10/5/1984 0:00,"BOGO,"
2087,Callie,Webb,Male,1.334615,107,6/11/1984 0:00,MANDAUE CITY
2088,Julian,Rowe,Male,2.395454,97,11/23/1983 0:00,MANDAUE CITY
2089,Rose,Gibbs,Male,2.042105,101,8/25/1984 0:00,CEBU CITY
2090,Adelaide,Sanchez,Female,2.511538,83,4/14/1984 0:00,BOGO
2091,Grace,Carlson,Female,2.51923,94,8/5/1984 0:00,LAPU-LAPU CITY
2092,Mitchell,Cannon,Male,2.511764,89,10/1/1984 0:00,TUDELA
2093,Eleanor,Vargas,Female,2.422727,85,2/8/1985 0:00,LAPU-LAPU CITY
2094,Howard,Williams,Female,2.322222,89,12/14/1983 0:00,LAPU-LAPU CITY
2095,Jesus,Morris,Male,2.351724,83,10/5/1984 0:00,"MAHAPLAG,"
2096,Samuel,Craig,Female,1.932,80,9/10/1984 0:00,MASBATE
2097,Alejandro,Ballard,Male,2.066666,97,9/25/1984 0:00,BOLJOON
2098,Susan,Grant,Male,1.865517,105,9/2/1984 0:00,LAPU-LAPU CITY
2099,Sylvia,Watts,Male,1.76,87,4/28/1984 0:00,CEBU CITY
2100,Isabel,Nash,Female,2.15,100,4/15/1984 0:00,TALISAY CITY
2101,Marcus,Walsh,Female,2.012,78,5/23/1984 0:00,MANDAUE CITY
2102,Lucas,Warner,Male,1.507692,109,7/29/1985 0:00,RONDA
2103,Albert,Flores,Female,2.682608,83,1/6/1984 0:00,MANDAUE CITY
2104,Tillie,McCoy,Female,2.334482,100,7/18/1983 0:00,CONSOLACION
2105,Minnie,Willis,Female,1.785714,112,8/29/1984 0:00,MABUHAY
2106,Agnes,Anderson,Female,1.6,88,9/25/1982 0:00,LAPU-LAPU CITY
2107,Elsie,Keller,Female,2.026923,113,5/9/1984 0:00,"CEBU CITY,"
2108,Cynthia,Barnett,Male,2.3375,103,3/7/1978 0:00,CORDOVA
2109,Bryan,Hunt,Female,2.233333,72,5/11/1984 0:00,CEBU CITY
2110,Bobby,Williams,Female,2.338461,84,6/27/1983 0:00,CEBU CITY
2111,Robert,Cruz,Male,2.8,83,1/16/1985 0:00,MALABUYOC
2112,Eliza,Vasquez,Female,2.357142,101,11/7/1983 0:00,DUMANJUG
2113,Harriett,Newton,Male,2.404,90,11/2/1984 0:00,CEBU CITY
2114,Shane,Ramirez,Female,1.833333,110,4/2/1983 0:00,SAN REMEGIO
2115,Gregory,Sims,Female,2.266666,104,7/7/1984 0:00,LAPU-LAPU CITY
2116,Louisa,Poole,Female,1.995652,89,5/4/1984 0:00,CEBU CITY
2117,Maria,Steele,Female,2.1625,99,7/21/1984 0:00,TABOGON
2118,Inez,Knight,Male,1.983333,89,6/2/1984 0:00,MANDAUE CITY
2119,Samuel,Barnett,Female,2.195,91,2/7/1984 0:00,BISLIG
2120,Elizabeth,Gibbs,Female,2.148,92,8/31/1984 0:00,LAPU-LAPU CITY
2121,Jerry,McLaughlin,Female,2.137931,91,10/1/1984 0:00,RONDA
2122,Allen,Hodges,Female,1.434615,116,2/12/1985 0:00,CEBU CITY
2123,Adrian,Estrada,Male,1.968965,95,6/9/1984 0:00,CEBU CITY
2124,Lelia,Graham,Male,2.31,94,12/1/1984 0:00,LAPU-LAPU CITY
2125,Barry,Keller,Male,2.331034,88,6/10/1984 0:00,TALISAY CITY
2126,Roy,Ellis,Male,1.473076,92,6/18/1984 0:00,MANDAUE CITY
2127,Chase,Sandoval,Female,2.141379,91,2/29/1984 0:00,CEBU CITY
2128,Esther,Wright,Female,1.957142,94,10/3/1984 0:00,TALISAY CITY
2129,Jon,Lindsey,Female,2.338461,85,4/25/1984 0:00,CEBU CITY
2130,Marcus,Elliott,Male,2.184615,89,4/19/1985 0:00,"CATARMAN,"
2131,Jeremy,Higgins,Male,2.134615,93,9/2/1984 0:00,CEBU CITY
2132,Cordelia,Perry,Female,2.4,101,7/22/1984 0:00,SURIGAO CITY
2133,Ruby,McDaniel,Female,2.120689,92,1/3/1985 0:00,PALOMPON
2134,Laura,Marsh,Male,1.4375,106,5/21/1984 0:00,SURIGAO CITY
2135,Todd,Townsend,Female,1.511538,108,8/15/1984 0:00,CARCAR CITY
2136,Nathaniel,Mendez,Female,2.321739,82,6/12/1984 0:00,AURORA
2137,Dominic,Swanson,Female,2.666666,86,4/8/1984 0:00,COMPOSTELA
2138,Harvey,Walton,Male,1.583333,97,12/22/1983 0:00,MEDELLIN
2139,Susie,Burton,Female,2.248275,84,6/16/1984 0:00,LAPU-LAPU CITY
2140,Lola,Cain,Female,1.833333,104,8/7/1984 0:00,LAPU-LAPU CITY
2141,Ray,Park,Male,2.55,89,10/4/1983 0:00,LAPU-LAPU CITY
2142,Helena,Reid,Female,1.665217,104,10/2/1984 0:00,CEBU CITY
2143,Maurice,Paul,Female,1.446153,107,5/28/1984 0:00,CORDOVA
2144,Eugene,Flores,Female,1.75909,90,8/21/1984 0:00,TALISAY CITY
2145,Frances,Farmer,Male,1.692307,81,6/16/1984 0:00,DANAO CITY
2146,Elmer,Fisher,Female,2.033333,87,7/19/1983 0:00,MANDAUE CITY
2147,Harriet,Pratt,Female,1.8,96,8/1/1984 0:00,LAPU-LAPU CITY
2148,Erik,Reed,Female,2.25,96,2/1/1984 0:00,SIBONGA
2149,Clarence,Owen,Female,2.742857,92,9/27/1984 0:00,SIBONGA
2150,Irene,Mullins,Female,2.61923,77,8/23/1984 0:00,Talisay City
2151,Florence,Owens,Male,2.244,90,9/16/1984 0:00,CEBU CITY
2152,Dennis,Dennis,Female,2.169565,114,10/7/1982 0:00,"CEBU CITY,"
2153,Augusta,Henderson,Male,2.163636,85,7/9/1984 0:00,LAPU-LAPU CITY
2154,Inez,Sullivan,Male,1.966666,100,5/28/1983 0:00,CEBU CITY
2155,Hester,Curry,Male,1.625,104,9/14/1984 0:00,PAGADIAN CITY
2156,Jean,Haynes,Male,2.628571,90,5/29/1985 0:00,GINATILAN
2157,Randy,Padilla,Female,2.330434,108,2/6/1983 0:00,TALISAY CITY
2158,Derrick,Hopkins,Male,2.966666,85,10/28/1984 0:00,ARGAO
2159,Nettie,Garza,Male,2.50909,89,6/15/1985 0:00,"MASBATE,"
2160,Jorge,Erickson,Male,2.548275,90,5/21/1984 0:00,LAPU-LAPU CITY
2161,Abbie,Olson,Female,2.718181,101,1/4/1984 0:00,CEBU CITY
2162,Chad,Austin,Female,1.984,105,12/10/1984 0:00,DON CARLOS
2163,Danny,Harvey,Male,1.982758,94,2/28/1984 0:00,CATMON
2164,Justin,White,Female,2.003846,97,5/22/1984 0:00,TALISAY CITY
2165,Edward,Cole,Female,1.811764,105,4/2/1983 0:00,BAYBAY
2166,Hulda,Neal,Female,2.241379,91,5/31/1984 0:00,TALISAY CITY
2167,Olga,Saunders,Male,2.142857,73,10/20/1984 0:00,Sibonga
2168,Peter,Gonzales,Male,2.146153,112,12/15/1984 0:00,CEBU CITY
2169,Mollie,Ortiz,Male,1.5125,101,1/31/1985 0:00,MADRIDEJOS
2170,Cameron,Hammond,Male,2.316,91,12/28/1984 0:00,TALISAY CITY
2171,Ann,Aguilar,Male,2.122727,89,12/1/1984 0:00,RIZAL
2172,Mina,Parks,Male,1.907692,104,11/7/1984 0:00,PALOMPON
2173,Francis,McKinney,Male,1.730769,107,9/14/1984 0:00,BAYBAY
2174,Miguel,Valdez,Female,2.029411,88,12/18/1984 0:00,VILLABA
2175,Jack,Lane,Male,1.358823,102,3/24/1983 0:00,LILOAN
2176,Rose,Edwards,Female,1.3875,105,10/17/1984 0:00,TALISAY CITY
2177,Adelaide,Massey,Female,2.720689,90,4/11/1984 0:00,CEBU CITY
2178,Jesus,Barber,Female,2.2,74,9/24/1984 0:00,MATALOM
2179,Augusta,Cunningham,Female,2.557142,94,2/12/1984 0:00,ORMOC CITY
2180,Nora,Parks,Female,2.380769,111,7/1/1984 0:00,TALISAY
2181,Amelia,Rowe,Female,2.491304,75,4/9/1984 0:00,DANAO CITY
2182,Billy,Thornton,Female,2.492307,84,9/2/1984 0:00,CEBU CITY
2183,Jackson,Bowman,Male,2.520689,92,4/12/1984 0:00,CEBU CITY
2184,Dean,Higgins,Male,2.034615,114,1/28/1984 0:00,CEBU CITY
2185,Gabriel,Barrett,Female,1.736,94,2/18/1983 0:00,CORDOVA
2186,Maude,Mullins,Male,1.492307,113,10/14/1983 0:00,MINGLANILLA
2187,Todd,Fowler,Male,1.952941,90,7/17/1983 0:00,CORDOVA
2188,Lois,Santiago,Male,1.761538,108,2/8/1984 0:00,TALISAY CITY
2189,Louis,Jacobs,Male,1.911764,94,5/19/1966 0:00,CEBU CITY
2190,Alexander,Parks,Female,1.8875,80,8/14/1984 0:00,CEBU CITY
2191,Ophelia,Fields,Female,2.447826,78,5/19/1984 0:00,CEBU CITY
2192,Angel,Johnston,Female,1.437931,105,12/19/1983 0:00,BUTUAN CITY
2193,Roger,Dean,Female,2.027272,98,5/9/1984 0:00,TALISAY CITY
2194,Lydia,Harrison,Male,2.278947,92,8/17/1983 0:00,MANDAUE CITY
2195,Manuel,Porter,Male,1.8375,108,9/10/1984 0:00,ARGAO
2196,Nancy,Bradley,Male,2.37,83,12/1/1984 0:00,TALISAY CITY
2197,Corey,Fields,Male,2.120833,113,8/23/1983 0:00,CARCAR
2198,Isabel,Wilkins,Male,1.917391,103,4/3/1984 0:00,MINGLANILLA
2199,Cody,Webster,Male,1.6,98,7/3/1983 0:00,MANDAUE CITY
2200,Jean,Santiago,Male,2.46923,88,7/5/1984 0:00,BOGO
2201,Hilda,Reynolds,Male,2.324137,88,10/1/1984 0:00,LAPU-LAPU CITY
2202,May,Moran,Female,1.904545,87,5/19/1983 0:00,CEBU CITY
2203,Jeffrey,Nguyen,Female,2.330769,84,3/17/1984 0:00,SURIGAO CITY
2204,Brian,Casey,Male,2.343478,105,4/10/1984 0:00,CEBU CITY
2205,Emilie,Ruiz,Female,1.675,109,8/2/1984 0:00,TALISAY CITY
2206,Bernard,McDonald,Female,2.334782,105,7/8/1984 0:00,PUERTO PRINCESA CITY
2207,Vincent,Larson,Male,2.365384,97,11/28/1984 0:00,CEBU CITY
2208,Pauline,Hunt,Female,2.025,94,2/6/1984 0:00,TUBOD
2209,Garrett,Day,Male,2.169565,101,4/25/1984 0:00,MADRIDEJOS
2210,Mathilda,Watson,Male,1.480769,108,2/28/1985 0:00,CEBU CITY
2211,Nora,Boyd,Male,2.296153,102,7/14/1984 0:00,TOLEDO CITY
2212,Katharine,Sparks,Female,2,91,9/1/1984 0:00,CEBU CITY
2213,Charles,Harrison,Female,2.14,84,1/10/1984 0:00,DALAGUETE
2214,Jimmy,Stevens,Female,2.755555,86,10/19/1984 0:00,CARMEN
2215,Mathilda,Reyes,Male,2.636363,99,7/7/1984 0:00,LAPU-LAPU CITY
2216,Gabriel,Flowers,Female,1.942307,108,6/17/1984 0:00,MINGLANILLA
2217,Luis,Hoffman,Male,2.425,107,5/24/1985 0:00,TABANGO
2218,Dorothy,Lewis,Male,1.8,103,9/9/1984 0:00,CEBU CITY
2219,Aiden,Porter,Female,2.385714,97,12/30/1983 0:00,MANDAUE CITY
2220,Georgie,Bell,Male,2.457142,90,1/10/1984 0:00,CALAPE
2221,Eugenia,Ferguson,Female,2.637931,101,3/24/1984 0:00,MINGLANILLA
2222,Landon,Bass,Male,1.582758,101,11/23/1983 0:00,LAPU-LAPU CITY
2223,Gerald,Mendez,Male,1.820689,105,7/17/1984 0:00,TAGUM CITY
2224,Myrtle,Ward,Male,1.87647,89,9/28/1984 0:00,OZAMIZ CITY
2225,Gary,Steele,Female,2.213043,113,3/10/1984 0:00,CEBU CITY
2226,Vernon,Ruiz,Female,2.890909,92,9/7/1984 0:00,CAGAYAN DE ORO CITY
2227,Miguel,French,Male,2.321739,79,7/14/1984 0:00,BARILI
2228,Johanna,Sims,Female,1.85909,105,11/17/1984 0:00,BIEN UNIDO
2229,Lottie,Willis,Male,1.805882,109,3/1/1984 0:00,TALISAY CITY
2230,Celia,Anderson,Female,3,101,8/23/1984 0:00,CEBU CITY
2231,Stephen,Pittman,Female,2.423076,76,5/21/1984 0:00,MINGLANILLA
2232,Ella,Buchanan,Female,1.9,104,4/27/1984 0:00,DANAO CITY
2233,Betty,Pope,Female,2.032,121,11/11/1983 0:00,"CEBU CITY,"
2234,Alex,Powers,Female,2.95,90,5/4/1984 0:00,ARGAO
2235,Bettie,Stokes,Male,2.465384,93,12/16/1984 0:00,BOGO
2236,Gertrude,Jefferson,Male,1.78,103,7/12/1984 0:00,NAGA
2237,Gary,Mitchell,Female,1.7,99,5/14/1985 0:00,PALANAS
2238,Ethan,Griffith,Female,1.96,77,7/23/1984 0:00,UBAY
2239,Troy,Welch,Female,1.742857,97,3/31/1984 0:00,MANDAUE CITY
2240,Leo,Byrd,Male,2.22,76,11/24/1983 0:00,LAPU-LAPU CITY
2241,Lettie,Johnson,Male,2.927777,82,10/4/1983 0:00,CEBU CITY
2242,Brent,Hamilton,Male,2.482352,80,10/25/1984 0:00,ARGAO
2243,Evelyn,Munoz,Male,1.971428,90,1/18/1983 0:00,"CEBU CITY,"
2244,Marvin,Walsh,Male,1.625,68,10/1/1979 0:00,NAGA
2245,Winnie,Norris,Male,2.123529,79,9/25/1984 0:00,CEBU CITY
2246,Justin,Taylor,Female,2.03913,109,7/24/1983 0:00,CEBU CITY
2247,Billy,Pittman,Male,2.082758,97,1/22/1984 0:00,DAANBANTAYAN
2248,Mike,Andrews,Male,1.692307,98,8/25/1984 0:00,CEBU CITY
2249,Steve,Guerrero,Male,2.45862,88,5/11/1984 0:00,CEBU CITY
2250,Mark,Castillo,Female,2.242307,96,1/21/1984 0:00,ZAMBOANGA CITY
2251,Gerald,Kennedy,Female,1.858333,111,9/22/1984 0:00,CEBU CITY
2252,Donald,Wong,Female,1.982758,106,2/27/1984 0:00,ARGAO 6021 cebu
2253,Aaron,Phelps,Male,1.85,96,6/3/1984 0:00,CEBU CITY
2254,Louisa,Hodges,Female,1.852,85,11/11/1984 0:00,CEBU CITY
2255,Dennis,Baker,Female,2.389655,97,12/24/1983 0:00,LAPU-LAPU CITY
2256,Katherine,Lewis,Male,2.148275,87,10/4/1984 0:00,NAGA
2257,Eddie,Goodwin,Male,2.171428,106,11/17/1983 0:00,MANDAUE CITY
2258,Dustin,Rios,Female,1.838461,99,11/3/1984 0:00,DIPOLOG CITY
2259,Leona,Robbins,Male,2.485714,101,6/17/1984 0:00,CARCAR
2260,Dale,Sullivan,Male,1.6125,107,2/11/1984 0:00,CEBU CITY
2261,Jonathan,Pena,Male,1.857692,99,5/3/1984 0:00,CORDOVA
2262,Callie,Wood,Female,1.795833,109,11/3/1984 0:00,CEBU CITY
2263,Eunice,Terry,Female,1.842307,97,9/2/1984 0:00,SAN RAFAEL
2264,Cory,Henderson,Female,2.16923,95,4/18/1984 0:00,ARGAO
2265,Winifred,Quinn,Male,2.35,100,8/3/1984 0:00,MOALBOAL
2266,Mayme,Sanchez,Female,2.388461,97,5/6/1984 0:00,LARENA
2267,Hilda,Turner,Female,2.041666,101,11/1/1984 0:00,BALAMBAN
2268,Callie,Ramirez,Female,1.503846,100,12/18/1983 0:00,CLARIN
2269,Hunter,Owen,Female,2.130769,99,2/19/1984 0:00,TANDAG
2270,Katherine,Tate,Male,2.232,88,6/18/1984 0:00,MANDAUE CITY
2271,Christian,Murray,Female,2.342307,95,6/11/1983 0:00,CEBU CITY
2272,Minnie,Caldwell,Male,2.4,96,4/12/1984 0:00,CEBU CITY
2273,Amanda,Adkins,Female,1.9375,93,2/12/1985 0:00,MEDELLIN
2274,Travis,Sims,Male,1.66923,98,5/4/1984 0:00,JAGNA
2275,Edna,Welch,Male,1.670833,113,5/26/1984 0:00,GETAFE
2276,Estelle,Knight,Male,2.354166,83,10/6/1984 0:00,CEBU CITY
2277,Mitchell,Walters,Female,2.365384,100,5/15/1984 0:00,CEBU CITY
2278,Addie,Olson,Female,1.945833,91,5/6/1984 0:00,CAGAYAN DE ORO CITY
2279,Henry,Wise,Male,1.176923,106,11/4/1984 0:00,CEBU CITY
2280,David,Clayton,Female,2.573076,95,10/4/1984 0:00,COMPOSTELA
2281,Virginia,Meyer,Female,2.358333,77,1/14/1984 0:00,BORBON
2282,Corey,Kim,Female,2.35,92,10/23/1984 0:00,CEBU CITY
2283,Myrtie,Howard,Female,2.45,89,8/24/1983 0:00,CEBU CITY
2284,Harriet,Williamson,Male,2.326086,93,3/29/1985 0:00,TALIBON
2285,Marie,Ward,Female,1.907692,106,12/12/1984 0:00,NAGA
2286,Ricky,Brady,Female,1.684615,106,9/24/1984 0:00,MANDAUE CITY
2287,Rose,Davidson,Male,1.184615,121,5/17/1984 0:00,CARIGARA
2288,Chad,Bishop,Male,2.107692,95,3/25/1984 0:00,ALEGRIA
2289,Sylvia,Hart,Female,2.541666,82,2/19/1984 0:00,CEBU CITY
2290,Maude,Lambert,Female,2.1125,95,6/12/1984 0:00,MOLAVE
2291,Ernest,Haynes,Male,2.586956,81,10/2/1982 0:00,BARILI
2292,Frances,Rios,Female,2.034615,95,11/16/1984 0:00,BAYAWAN CITY
2293,Max,Lambert,Male,2.215384,89,8/6/1984 0:00,ESTANCIA
2294,Phoebe,McGuire,Female,2.15,87,12/24/1984 0:00,MAMBAJAO
2295,Cordelia,Wood,Female,1.753846,115,7/14/1984 0:00,CEBU CITY
2296,Olga,Hampton,Male,2.1,88,10/16/1984 0:00,"LAHUG, CEBU CITY"
2297,Johnny,Gibbs,Female,2.292307,92,11/1/1983 0:00,TOLEDO CITY
2298,Lester,Swanson,Male,1.407692,109,11/27/1984 0:00,CEBU CITY
2299,Leona,Poole,Male,2.320833,95,11/13/1984 0:00,Rizal
2300,Augusta,Allison,Female,1.566666,95,9/29/1984 0:00,GUIHULNGAN
2301,Frances,Foster,Female,2.01923,99,4/15/1984 0:00,CEBU CITY
2302,Trevor,Colon,Male,1.346153,103,10/3/1988 0:00,CEBU CITY
2303,Cordelia,Dean,Female,1.991666,126,10/9/1988 0:00,MINGLANILLA
2304,Beatrice,Schwartz,Female,1.51923,96,12/30/1987 0:00,CEBU CITY
2305,Evan,Peters,Female,2.266666,100,4/6/1988 0:00,TALISAY CITY
2306,Evelyn,Mendez,Female,1.81923,96,6/5/1989 0:00,CEBU CITY
2307,Keith,King,Female,2.075,97,4/3/1988 0:00,CEBU CITY
2308,Lillie,Guerrero,Female,2.213043,95,4/9/1989 0:00,CEBU CITY
2309,Leila,Mason,Female,1.995833,102,1/6/1984 0:00,CEBU CITY
2310,Lelia,Adams,Male,1.757692,103,5/22/1988 0:00,CEBU CITY
2311,Jane,Brewer,Female,1.680769,102,4/27/1987 0:00,TALISAY CITY
2312,Sean,Weaver,Male,1.2,121,6/1/1989 0:00,CEBU CITY
2313,Walter,Brock,Male,1.51923,105,7/2/1984 0:00,HILONGOS
2314,Elijah,Stewart,Female,1.521739,114,4/11/1984 0:00,SIBONGA
2315,Hattie,Cook,Male,2.027586,99,11/7/1984 0:00,CARMEN
2316,Myrtie,Todd,Female,1.683333,101,2/19/1984 0:00,CEBU CITY
2317,Wesley,Ortiz,Female,1.786206,101,7/22/1984 0:00,MANDAON
2318,Adeline,Peterson,Male,1.865384,113,2/18/1984 0:00,MINGLANILLA
2319,Michael,Strickland,Female,1.629166,103,6/11/1983 0:00,LAPU-LAPU CITY
2320,Frederick,Franklin,Male,1.684615,110,1/9/1984 0:00,HINUNDAYAN
2321,Lily,Fernandez,Female,1.938461,103,9/20/1984 0:00,MANDAUE CITY
2322,Nellie,Abbott,Male,1.703846,114,8/6/1984 0:00,LAPU-LAPU CITY
2323,Augusta,Ross,Female,2.238461,102,4/29/1984 0:00,BADIAN
2324,Nathaniel,Steele,Male,1.834615,105,3/14/1984 0:00,ILIGAN CITY
2325,Dorothy,Morales,Female,1.66923,117,12/31/1984 0:00,CEBU CITY
2326,Chris,Stevens,Male,2.429166,85,8/17/1984 0:00,"MANDAUE CITY,"
2327,Dale,Aguilar,Female,2.235,92,1/19/1984 0:00,CEBU CITY
2328,Roger,Smith,Male,1.253846,108,10/16/1983 0:00,CEBU CITY
2329,Cole,Carson,Female,2.18,86,6/11/1984 0:00,TABOGON
2330,Jeremiah,McKinney,Female,2.015384,104,1/26/1984 0:00,SAN CARLOS CITY
2331,Norman,Oliver,Male,1.615384,93,5/19/1984 0:00,CONSOLACION
2332,Melvin,Thompson,Female,1.8875,95,10/26/1984 0:00,CEBU CITY
2333,Jim,Harris,Male,1.976923,108,10/20/1984 0:00,LIANGA
2334,Elsie,Barrett,Female,2.457692,84,6/10/1983 0:00,Malabuyoc
2335,Milton,Higgins,Male,1.765384,87,8/25/1983 0:00,BANTAYAN
2336,Michael,Bailey,Male,2.023076,87,9/28/1983 0:00,TOLEDO CITY
2337,Howard,Tyler,Male,1.634615,94,5/16/1984 0:00,Dalaguete
2338,Elva,Frazier,Female,1.346153,107,11/11/1984 0:00,BACUAG
2339,Hilda,Cain,Male,2.238461,97,2/23/1984 0:00,CEBU CITY
2340,Tyler,Lawson,Male,1.996153,107,1/5/1984 0:00,MANDAUE CITY
2341,Herbert,Spencer,Male,1.330769,100,4/7/1984 0:00,CONSOLACION
2342,Andre,Perez,Female,1.707692,100,9/20/1984 0:00,MANDAUE CITY
2343,Rebecca,Moss,Male,1.796153,103,4/2/1984 0:00,BOGO
2344,Corey,Owens,Female,2.433333,79,12/14/1983 0:00,MANDAUE CITY
2345,Barry,Reyes,Female,1.962068,104,2/6/1984 0:00,MANDAUE CITY
2346,Pearl,Ross,Male,2.541379,93,5/8/1984 0:00,CEBU CITY
2347,Rhoda,Martinez,Male,2.015384,101,12/6/1983 0:00,MINGLANILLA
2348,Gilbert,Duncan,Female,2.096153,98,7/8/1985 0:00,ALBUERA
2349,Estelle,Harper,Male,1.883333,85,7/13/1984 0:00,MAHAPLAG
2350,Roy,Arnold,Female,2.603448,82,9/28/1984 0:00,CEBU CITY
2351,Manuel,Rowe,Male,1.342307,113,2/25/1985 0:00,ALEGRIA
2352,Christian,Weber,Male,2.4375,100,5/7/1984 0:00,CATARMAN
2353,Amanda,Jimenez,Female,2.161538,94,4/11/1984 0:00,TALISAY CITY
2354,Leo,Moss,Female,1.783333,106,8/29/1984 0:00,TALISAY CITY
2355,Sam,Copeland,Female,2.448,85,6/5/1984 0:00,LOPEZ JAENA
2356,Cameron,Cortez,Male,2.284615,91,1/28/1985 0:00,BARILI
2357,Cynthia,Bowers,Male,1.986206,102,4/29/1984 0:00,CEBU CITY
2358,Madge,Fletcher,Female,2.5,92,10/30/1984 0:00,MANDAUE CITY
2359,Mario,Valdez,Male,1.703448,90,5/12/1984 0:00,TAGUM
2360,Mittie,Saunders,Female,1.580769,111,4/8/1984 0:00,MADRID
2361,Lloyd,Gibbs,Female,1.732,101,11/5/1984 0:00,CEBU CITY
2362,Roger,Hicks,Female,1.645833,119,10/28/1984 0:00,HILONGOS
2363,Virgie,Horton,Male,2.008333,93,7/4/1984 0:00,LILOAN
2364,Steven,Cook,Female,1.611538,93,2/2/1984 0:00,LAPU-LAPU CITY
2365,Jackson,Munoz,Male,1.633333,101,4/29/1984 0:00,CEBU CITY
2366,Glen,McGee,Male,2.584,95,1/4/1984 0:00,MANDAUE CITY
2367,Miguel,Barnes,Male,2.496153,85,2/22/1984 0:00,CARCAR
2368,Hannah,Herrera,Female,2.146153,87,2/16/1984 0:00,MINGLANILLA
2369,Alfred,Freeman,Male,1.880769,98,9/8/1984 0:00,SAN FERNANDO
2370,Lydia,Bell,Female,1.6,102,7/16/1984 0:00,CEBU CITY
2371,Hallie,Houston,Female,1.765384,100,7/6/1984 0:00,TALISAY
2372,Timothy,Cunningham,Male,2.208333,86,9/19/1982 0:00,CEBU CITY
2373,Hattie,Peters,Male,1.830769,82,12/8/1983 0:00,NAVAL
2374,Calvin,Hale,Male,1.888461,103,11/8/1984 0:00,ORMOC CITY
2375,Ricky,Allen,Male,1.755172,108,5/27/1984 0:00,CEBU CITY
2376,Robert,Cross,Female,2.533333,98,12/6/1985 0:00,GETAFE
2377,Kathryn,Cummings,Female,2.425,92,12/21/1984 0:00,MANDAUE CITY
2378,Christopher,Matthews,Male,2.245833,98,12/9/1984 0:00,VICTORIAS CITY
2379,Lida,Sharp,Male,2.130769,86,2/9/1984 0:00,MANDAUE CITY
2380,Miguel,Frank,Male,2.128,91,6/25/1984 0:00,DANAO CITY
2381,Etta,Shelton,Male,1.923076,104,4/1/1984 0:00,DANAO CITY
2382,Theodore,Collier,Female,2.038461,100,7/16/1988 0:00,Minglanilla
2383,Duane,Reese,Male,1.872413,98,9/22/1982 0:00,CEBU CITY
2384,Bryan,Gill,Female,2.138461,88,4/18/1984 0:00,Talisay City
2385,Dean,Huff,Male,1.784615,105,11/21/1984 0:00,CEBU CITY
2386,Ora,Erickson,Male,1.872413,95,10/20/1983 0:00,DANAO CITY
2387,Lydia,Farmer,Female,1.875,103,8/20/1984 0:00,BUENAVISTA
2388,David,Barrett,Female,2.3625,81,6/16/1984 0:00,CEBU CITY
2389,Dylan,Singleton,Male,2.08,98,5/26/1984 0:00,TALISAY CITY
2390,Jared,Ball,Male,2.279166,85,3/25/1985 0:00,"LALA,"
2391,Kate,Nelson,Female,1.866666,103,9/29/1984 0:00,LAPU-LAPU CITY
2392,Isabella,Greene,Female,2.2625,96,2/26/1984 0:00,CEBU CITY
2393,Melvin,Norris,Female,2.427586,81,11/20/1984 0:00,MANDAUE CITY
2394,Albert,Mack,Female,1.838461,103,2/4/1984 0:00,MANDAUE CITY
2395,Carl,Hale,Male,1.527586,108,10/24/1984 0:00,TOLEDO CITY
2396,Polly,Clarke,Female,1.542307,110,1/16/1984 0:00,TALISAY CITY
2397,Lilly,Allen,Female,2.296153,93,3/27/1984 0:00,CEBU CITY
2398,Gerald,McKenzie,Male,1.461538,107,12/1/1984 0:00,SURIGAO CITY
